   s  energy(a.u.)
  -9.507   -629.828607991  
  -9.477   -629.828170042  
  -9.447   -629.827734831  
  -9.417   -629.827302409  
  -9.387   -629.826872755  
  -9.357   -629.826445917  
  -9.327   -629.826021917  
  -9.297   -629.825600778  
  -9.267   -629.825182521  
  -9.237   -629.824767164  
  -9.207   -629.824354725  
  -9.177   -629.823945221  
  -9.148   -629.823538669  
  -9.118   -629.823135081  
  -9.088   -629.822734473  
  -9.058   -629.822336854  
  -9.028   -629.821942237  
  -8.998   -629.821550632  
  -8.968   -629.821162046  
  -8.938   -629.820776488  
  -8.908   -629.820393963  
  -8.878   -629.820014479  
  -8.848   -629.819638038  
  -8.818   -629.819264644  
  -8.788   -629.818894300  
  -8.758   -629.818527007  
  -8.728   -629.818162765  
  -8.698   -629.817801573  
  -8.668   -629.817443430  
  -8.638   -629.817088333  
  -8.608   -629.816736279  
  -8.578   -629.816387263  
  -8.548   -629.816041280  
  -8.518   -629.815698323  
  -8.488   -629.815358384  
  -8.458   -629.815021456  
  -8.428   -629.814687530  
  -8.398   -629.814356595  
  -8.368   -629.814028641  
  -8.338   -629.813703655  
  -8.308   -629.813381625  
  -8.278   -629.813062537  
  -8.248   -629.812746378  
  -8.218   -629.812433130  
  -8.188   -629.812122778  
  -8.158   -629.811815306  
  -8.128   -629.811510694  
  -8.098   -629.811208924  
  -8.068   -629.810909975  
  -8.038   -629.810613828  
  -8.008   -629.810320460  
  -7.978   -629.810029849  
  -7.948   -629.809741971  
  -7.918   -629.809456802  
  -7.888   -629.809174317  
  -7.858   -629.808894488  
  -7.828   -629.808617289  
  -7.798   -629.808342692  
  -7.768   -629.808070667  
  -7.738   -629.807801184  
  -7.708   -629.807534214  
  -7.678   -629.807269723  
  -7.648   -629.807007628  
  -7.618   -629.806747998  
  -7.588   -629.806490748  
  -7.558   -629.806235842  
  -7.528   -629.805983247  
  -7.498   -629.805732926  
  -7.468   -629.805484844  
  -7.438   -629.805238963  
  -7.408   -629.804995250  
  -7.378   -629.804753666  
  -7.348   -629.804514178  
  -7.318   -629.804276751  
  -7.288   -629.804041351  
  -7.258   -629.803807946  
  -7.228   -629.803576506  
  -7.198   -629.803347003  
  -7.168   -629.803119411  
  -7.138   -629.802893707  
  -7.108   -629.802669872  
  -7.078   -629.802447891  
  -7.048   -629.802227751  
  -7.018   -629.802009447  
  -6.988   -629.801792977  
  -6.958   -629.801578346  
  -6.928   -629.801365562  
  -6.898   -629.801154642  
  -6.868   -629.800945609  
  -6.838   -629.800738493  
  -6.808   -629.800533329  
  -6.778   -629.800330161  
  -6.748   -629.800129038  
  -6.718   -629.799930018  
  -6.688   -629.799733165  
  -6.658   -629.799538548  
  -6.628   -629.799346244  
  -6.598   -629.799156334  
  -6.568   -629.798968905  
  -6.538   -629.798784048  
  -6.508   -629.798601859  
  -6.478   -629.798422434  
  -6.448   -629.798245875  
  -6.418   -629.798072282  
  -6.388   -629.797901758  
  -6.358   -629.797734404  
  -6.328   -629.797570318  
  -6.298   -629.797409598  
  -6.268   -629.797252337  
  -6.238   -629.797098623  
  -6.208   -629.796948540  
  -6.178   -629.796802162  
  -6.148   -629.796659559  
  -6.118   -629.796520790  
  -6.088   -629.796385906  
  -6.058   -629.796254948  
  -6.028   -629.796127944  
  -5.998   -629.796004915  
  -5.968   -629.795885866  
  -5.938   -629.795770792  
  -5.908   -629.795659677  
  -5.878   -629.795552523  
  -5.848   -629.795449198  
  -5.818   -629.795349731  
  -5.788   -629.795254038  
  -5.758   -629.795162040  
  -5.728   -629.795073652  
  -5.698   -629.794988779  
  -5.668   -629.794907319  
  -5.638   -629.794829162  
  -5.608   -629.794754190  
  -5.578   -629.794682283  
  -5.548   -629.794613316  
  -5.518   -629.794547161  
  -5.488   -629.794483689  
  -5.458   -629.794422769  
  -5.428   -629.794364274  
  -5.398   -629.794308075  
  -5.368   -629.794254048  
  -5.338   -629.794202072  
  -5.308   -629.794152028  
  -5.278   -629.794103804  
  -5.248   -629.794057291  
  -5.218   -629.794012384  
  -5.188   -629.793968986  
  -5.158   -629.793927004  
  -5.128   -629.793886350  
  -5.098   -629.793846941  
  -5.068   -629.793808700  
  -5.038   -629.793771554  
  -5.008   -629.793735437  
  -4.978   -629.793700284  
  -4.948   -629.793666037  
  -4.918   -629.793632642  
  -4.888   -629.793600048  
  -4.858   -629.793568209  
  -4.828   -629.793537079  
  -4.798   -629.793506620  
  -4.768   -629.793476793  
  -4.738   -629.793447565  
  -4.708   -629.793418902  
  -4.678   -629.793390776  
  -4.648   -629.793363160  
  -4.618   -629.793336027  
  -4.588   -629.793309354  
  -4.558   -629.793283121  
  -4.528   -629.793257307  
  -4.498   -629.793231893  
  -4.468   -629.793206863  
  -4.438   -629.793182202  
  -4.409   -629.793157895  
  -4.379   -629.793133928  
  -4.349   -629.793110290  
  -4.319   -629.793086971  
  -4.289   -629.793063959  
  -4.259   -629.793041245  
  -4.229   -629.793018821  
  -4.199   -629.792996680  
  -4.169   -629.792974815  
  -4.139   -629.792953219  
  -4.109   -629.792931887  
  -4.079   -629.792910813  
  -4.049   -629.792889994  
  -4.019   -629.792869426  
  -3.989   -629.792849105  
  -3.959   -629.792829027  
  -3.929   -629.792809191  
  -3.899   -629.792789595  
  -3.869   -629.792770236  
  -3.839   -629.792751113  
  -3.809   -629.792732224  
  -3.779   -629.792713570  
  -3.749   -629.792695148  
  -3.719   -629.792676958  
  -3.689   -629.792659000  
  -3.659   -629.792641272  
  -3.629   -629.792623775  
  -3.599   -629.792606506  
  -3.569   -629.792589464  
  -3.539   -629.792572647  
  -3.509   -629.792556049  
  -3.479   -629.792539660  
  -3.449   -629.792523415  
  -3.419   -629.792507289  
  -3.389   -629.792490867  
  -3.359   -629.792473119  
  -3.329   -629.792451900  
  -3.299   -629.792424799  
  -3.269   -629.792390194  
  -3.239   -629.792347328  
  -3.209   -629.792295977  
  -3.179   -629.792236207  
  -3.149   -629.792168262  
  -3.119   -629.792092497  
  -3.089   -629.792009346  
  -3.059   -629.791919300  
  -3.029   -629.791822888  
  -2.999   -629.791720671  
  -2.969   -629.791613224  
  -2.939   -629.791501132  
  -2.909   -629.791384978  
  -2.879   -629.791265338  
  -2.849   -629.791142773  
  -2.819   -629.791017822  
  -2.789   -629.790891002  
  -2.759   -629.790762798  
  -2.729   -629.790633666  
  -2.699   -629.790504024  
  -2.669   -629.790374257  
  -2.639   -629.790244711  
  -2.609   -629.790115696  
  -2.579   -629.789987486  
  -2.549   -629.789860318  
  -2.519   -629.789734394  
  -2.489   -629.789609884  
  -2.459   -629.789486927  
  -2.429   -629.789365631  
  -2.399   -629.789246079  
  -2.369   -629.789128330  
  -2.339   -629.789012421  
  -2.309   -629.788898369  
  -2.280   -629.788786177  
  -2.250   -629.788675831  
  -2.220   -629.788567307  
  -2.190   -629.788460573  
  -2.160   -629.788355588  
  -2.130   -629.788252307  
  -2.100   -629.788150679  
  -2.070   -629.788050654  
  -2.040   -629.787952178  
  -2.010   -629.787855205  
  -1.980   -629.787759673  
  -1.950   -629.787665540  
  -1.920   -629.787572759  
  -1.890   -629.787481285  
  -1.860   -629.787391076  
  -1.830   -629.787302096  
  -1.800   -629.787214309  
  -1.770   -629.787127684  
  -1.740   -629.787042194  
  -1.710   -629.786957814  
  -1.680   -629.786874523  
  -1.650   -629.786792303  
  -1.620   -629.786711138  
  -1.590   -629.786631016  
  -1.560   -629.786551927  
  -1.530   -629.786473865  
  -1.500   -629.786396823  
  -1.470   -629.786320801  
  -1.440   -629.786245798  
  -1.410   -629.786171815  
  -1.380   -629.786098857  
  -1.350   -629.786026930  
  -1.320   -629.785956040  
  -1.290   -629.785886198  
  -1.260   -629.785817413  
  -1.230   -629.785749700  
  -1.200   -629.785683071  
  -1.170   -629.785617543  
  -1.140   -629.785553132  
  -1.110   -629.785489857  
  -1.080   -629.785427737  
  -1.050   -629.785366794  
  -1.020   -629.785307050  
  -0.990   -629.785248528  
  -0.960   -629.785191253  
  -0.930   -629.785135251  
  -0.900   -629.785080548  
  -0.870   -629.785027173  
  -0.840   -629.784975154  
  -0.810   -629.784924521  
  -0.780   -629.784875304  
  -0.750   -629.784827535  
  -0.720   -629.784781247  
  -0.690   -629.784736470  
  -0.660   -629.784693239  
  -0.630   -629.784651588  
  -0.600   -629.784611550  
  -0.570   -629.784573115  
  -0.540   -629.784536408  
  -0.510   -629.784501418  
  -0.480   -629.784468178  
  -0.450   -629.784436723  
  -0.420   -629.784407087  
  -0.390   -629.784379302  
  -0.360   -629.784353403  
  -0.330   -629.784329421  
  -0.300   -629.784307388  
  -0.270   -629.784287333  
  -0.240   -629.784269286  
  -0.210   -629.784253275  
  -0.180   -629.784239326  
  -0.150   -629.784227466  
  -0.120   -629.784217718  
  -0.090   -629.784210103  
  -0.060   -629.784204644  
  -0.030   -629.784201357  
  -0.000   -629.784200272  
   0.030   -629.784201384  
   0.060   -629.784204701  
   0.090   -629.784210249  
   0.120   -629.784218036  
   0.150   -629.784228071  
   0.180   -629.784240360  
   0.210   -629.784254906  
   0.240   -629.784271714  
   0.270   -629.784290784  
   0.300   -629.784312118  
   0.330   -629.784335714  
   0.360   -629.784361572  
   0.390   -629.784389691  
   0.420   -629.784420070  
   0.450   -629.784452707  
   0.480   -629.784487603  
   0.510   -629.784524760  
   0.540   -629.784564234  
   0.570   -629.784605930  
   0.600   -629.784649904  
   0.630   -629.784696169  
   0.660   -629.784744742  
   0.690   -629.784795643  
   0.720   -629.784848901  
   0.750   -629.784904548  
   0.780   -629.784962624  
   0.810   -629.785023175  
   0.840   -629.785086259  
   0.870   -629.785151938  
   0.900   -629.785220285  
   0.930   -629.785291383  
   0.960   -629.785365324  
   0.990   -629.785442209  
   1.020   -629.785522152  
   1.050   -629.785605273  
   1.080   -629.785691704  
   1.110   -629.785781585  
   1.140   -629.785875066  
   1.170   -629.785972303  
   1.200   -629.786073461  
   1.230   -629.786178709  
   1.260   -629.786288221  
   1.290   -629.786402177  
   1.320   -629.786520755  
   1.350   -629.786644136  
   1.380   -629.786772499  
   1.410   -629.786906020  
   1.440   -629.787044870  
   1.470   -629.787189214  
   1.500   -629.787339207  
   1.530   -629.787494996  
   1.560   -629.787656712  
   1.590   -629.787824474  
   1.620   -629.787998384  
   1.650   -629.788178523  
   1.680   -629.788364955  
   1.710   -629.788557718  
   1.740   -629.788756825  
   1.770   -629.788962263  
   1.800   -629.789173989  
   1.830   -629.789391928  
   1.860   -629.789615971  
   1.890   -629.789845976  
   1.920   -629.790081758  
   1.950   -629.790323098  
   1.980   -629.790569730  
   2.010   -629.790821349  
   2.040   -629.791077602  
   2.070   -629.791338090  
   2.100   -629.791602367  
   2.130   -629.791869937  
   2.160   -629.792140254  
   2.190   -629.792412725  
   2.220   -629.792686704  
   2.250   -629.792961496  
   2.279   -629.793236359  
   2.309   -629.793510505  
   2.339   -629.793783100  
   2.369   -629.794053272  
   2.399   -629.794320110  
   2.429   -629.794582675  
   2.459   -629.794840001  
   2.489   -629.795091106  
   2.519   -629.795335001  
   2.549   -629.795570696  
   2.579   -629.795797217  
   2.609   -629.796013614  
   2.639   -629.796218976  
   2.669   -629.796412443  
   2.699   -629.796593225  
   2.729   -629.796760615  
   2.759   -629.796914004  
   2.789   -629.797052908  
   2.819   -629.797176985  
   2.849   -629.797286083  
   2.879   -629.797380300  
   2.909   -629.797460092  
   2.939   -629.797526458  
   2.969   -629.797581175  
   2.999   -629.797626910  
   3.029   -629.797666776  
   3.059   -629.797703356  
   3.089   -629.797738162  
   3.119   -629.797771867  
   3.149   -629.797804731  
   3.179   -629.797836846  
   3.209   -629.797868248  
   3.239   -629.797898950  
   3.269   -629.797928958  
   3.299   -629.797958279  
   3.329   -629.797986915  
   3.359   -629.798014871  
   3.389   -629.798042151  
   3.419   -629.798068760  
   3.449   -629.798094700  
   3.479   -629.798119978  
   3.509   -629.798144598  
   3.539   -629.798168567  
   3.569   -629.798191889  
   3.599   -629.798214571  
   3.629   -629.798236621  
   3.659   -629.798258047  
   3.689   -629.798278857  
   3.719   -629.798299061  
   3.749   -629.798318669  
   3.779   -629.798337694  
   3.809   -629.798356146  
   3.839   -629.798374041  
   3.869   -629.798391392  
   3.899   -629.798408215  
   3.929   -629.798424528  
   3.959   -629.798440348  
   3.989   -629.798455693  
   4.019   -629.798470584  
   4.049   -629.798485041  
   4.079   -629.798499086  
   4.109   -629.798512739  
   4.139   -629.798526024  
   4.169   -629.798538962  
   4.199   -629.798551574  
   4.229   -629.798563882  
   4.259   -629.798575907  
   4.289   -629.798587668  
   4.319   -629.798599185  
   4.349   -629.798610476  
   4.379   -629.798621556  
   4.409   -629.798632441  
   4.439   -629.798643144  
   4.469   -629.798653679  
   4.499   -629.798664055  
   4.529   -629.798674284  
   4.559   -629.798684374  
   4.589   -629.798694333  
   4.619   -629.798704166  
   4.649   -629.798713880  
   4.679   -629.798723480  
   4.709   -629.798732970  
   4.739   -629.798742358  
   4.769   -629.798751637  
   4.799   -629.798760815  
   4.829   -629.798769894  
   4.859   -629.798778875  
   4.888   -629.798787761  
   4.918   -629.798796552  
   4.948   -629.798805248  
   4.978   -629.798813852  
   5.008   -629.798822364  
   5.038   -629.798830783  
   5.068   -629.798839111  
   5.098   -629.798847347  
   5.128   -629.798855492  
   5.158   -629.798863546  
   5.188   -629.798871509  
   5.218   -629.798879381  
   5.248   -629.798887163  
   5.278   -629.798894853  
   5.308   -629.798902452  
   5.338   -629.798909960  
   5.368   -629.798917377  
   5.398   -629.798924702  
   5.428   -629.798931937  
   5.458   -629.798939079  
   5.488   -629.798946131  
   5.518   -629.798953090  
   5.548   -629.798959958  
   5.578   -629.798966734  
   5.608   -629.798973417  
   5.638   -629.798980009  
   5.668   -629.798986508  
   5.698   -629.798992915  
   5.728   -629.798999229  
   5.758   -629.799005450  
   5.788   -629.799011579  
   5.818   -629.799017615  
   5.848   -629.799023558  
   5.878   -629.799029407  
   5.908   -629.799035164  
   5.938   -629.799040827  
   5.968   -629.799046396  
   5.998   -629.799051872  
   6.028   -629.799057255  
   6.058   -629.799062543  
   6.088   -629.799067738  
   6.118   -629.799072838  
   6.148   -629.799077845  
   6.178   -629.799082757  
   6.208   -629.799087575  
   6.238   -629.799092299  
   6.268   -629.799096928  
   6.298   -629.799101463  
   6.328   -629.799105903  
   6.358   -629.799110249  
   6.388   -629.799114499  
   6.418   -629.799118655  
   6.448   -629.799122716  
   6.478   -629.799126682  
   6.508   -629.799130553  
   6.538   -629.799134328  
   6.568   -629.799138009  
   6.598   -629.799141594  
   6.628   -629.799145084  
   6.658   -629.799148478  
   6.688   -629.799151777  
   6.718   -629.799154981  
   6.748   -629.799158089  
   6.778   -629.799161101  
   6.808   -629.799164018  
   6.838   -629.799166839  
   6.868   -629.799169565  
   6.898   -629.799172194  
   6.928   -629.799174728  
   6.958   -629.799177166  
   6.988   -629.799179508  
   7.018   -629.799181755  
   7.048   -629.799183905  
   7.078   -629.799185960  
   7.108   -629.799187918  
   7.138   -629.799189781  
   7.168   -629.799191547  
   7.198   -629.799193218  
   7.228   -629.799194792  
   7.258   -629.799196271  
   7.288   -629.799197654  
   7.318   -629.799198940  
   7.348   -629.799200131  
   7.378   -629.799201225  
   7.408   -629.799202224  
   7.438   -629.799203126  
   7.468   -629.799203933  
   7.498   -629.799204643  
   7.528   -629.799205258  
   7.558   -629.799205776  
   7.588   -629.799206199  
   7.618   -629.799206526  
   7.648   -629.799206756  
   7.676   -629.799206886  
   7.692   -629.799206921  
   7.702   -629.799206949  
   7.703   -629.799206949  
